Id,Arousal,Valence,Tag,Dataset,Neutral_Prompt,Emotional_Prompt
2371,-2.0,0.0,"BodyLanguage,FacialExpression",findingemo,a large group of men in uniform,"An endless assembly of disciplined soldiers in uniform, marching with robotic precision, evoking a sense of cold uniformity and emotional detachment in a rigid, structured environment."
2372,-1.0,2.0,FacialExpression,findingemo,children gather around a fire,"A group of children in a serene outdoor setting in mid-laughter, enjoying a playful and joyous moment together, surrounded by nature's green embrace."
2373,-1.0,-2.0,"Context,Staging",findingemo,a group of people sitting at a table,"Inside a tense courtroom, a somber scene unfolds with individuals expressing a mix of stern professionalism and quiet apprehension, reflecting a moment of serious proceedings and overarching gravity."
2374,1.0,2.0,"BodyLanguage,FacialExpression",findingemo,a woman and an older man using a laptop,"Elderly man in a cosy sweater, smiling, learning computer skills from a helpful nurse in scrubs, warm and inviting room, laptop open, sense of achievement and connection."
2375,0.0,2.0,"Context,FacialExpression",findingemo,a man and woman are standing in a kitchen,"Warm interaction in a cozy café, a barista in a red apron smiles as she hands a latte to a delighted customer under soft pendant lights."
2376,3.0,3.0,"BodyLanguage,FacialExpression",findingemo,an elderly kisses his mother's face at a memorial service in the philippines,"Elderly group sharing a heartwarming moment, laughing and embracing with joyful affection, captured in a nostalgic and warm scene."
2377,0.0,0.0,"BodyLanguage,Context,FacialExpression",findingemo,a doctor talking to a patient,"A quiet, contemplative medical consultation in a modern clinic, capturing the calm, neutral mood between the patient and the doctor. The waiting area features subtle interaction among waiting patients, enhancing the neutral and composed atmosphere."
2378,-3.0,1.0,"FacialExpression,Staging",findingemo,the vamps in a dark room,"A group of introspective young men standing in a moody, dimly lit room with vibrant, cool-toned lights casting a reflective and melancholic atmosphere."
2379,2.0,2.0,"BodyLanguage,FacialExpression",findingemo,two men in military uniforms looking at a tablet,"Soldier cheerfully pats a man in a patterned shirt holding a notepad, sharing a lighthearted moment, dimly lit background."
2380,1.0,3.0,"BodyLanguage,Context,FacialExpression,Staging",findingemo,dallas cowboys vs new york jets,"Intense football sideline moment: players in blue and white uniforms high-fiving, brimming with determination and fierce energy, under bright stadium lights, capturing the essence of gritty teamwork and competitive spirit."
2381,1.0,2.0,"BodyLanguage,FacialExpression",findingemo,the first lady hugs her daughter as she walks through the white house,"A heartwarming scene of a compassionate embrace between a warmly dressed woman and a young girl holding a microphone, set in an elegant room with framed paintings and lush plants."
2382,-1.0,2.0,FacialExpression,findingemo,children in school uniforms hold up their books as they wait for the start of the school day,"Children huddled together under colorful books, showing a blend of caution and curiosity, capturing a moment of shared concern and unity in an outdoor setting."
2383,0.0,2.0,"BodyLanguage,Context,FacialExpression,Staging",findingemo,two men playing instruments on stage in a tent,"A vibrant indie folk band performing energetically under a white canopy, the atmosphere is lively yet calm, capturing the joy and passion of live music."
2384,0.0,-2.0,"BodyLanguage,FacialExpression",findingemo,a woman with a hat on talking to another woman,"A bustling outdoor protest with diverse individuals engaged in a heated argument, reflecting intense emotions and conflict amidst a crowd. The atmosphere is charged, highlighting opposing views and fervent expressions."
2385,1.0,2.0,Context,findingemo,a group of people standing in a room,"Award ceremony, dignified clergy members proudly hold plaques, emotions of pride and joy fill the elegant, formal setting. Warm lighting highlights their achievements and unity."
2386,0.0,-1.0,"BodyLanguage,FacialExpression",findingemo,president donald trump and vice cheney,"A somber press conference, intense and serious atmosphere, leaders discussing grave matters, dim lighting, muted emotions, tense expressions, a sense of urgency and concern."
2387,1.0,3.0,"BodyLanguage,Staging",findingemo,a man and woman in a bedroom,"A historical couple in a warmly lit, ornate bedroom. The woman gently cradles the man's face, creating an intimate and tender moment. The atmosphere is charged with subtle tension and deep connection, reflecting a blend of vulnerability and quiet passion amidst an elegant, vintage setting."
2388,-2.0,0.0,Neutral,findingemo,a man holding a baby in his arms,"A somber moment captured in a modest community, depicting a father holding his young child with a neutral expression amidst weathered surroundings."
2389,2.0,2.0,"BodyLanguage,Context,FacialExpression",findingemo,a crowd of people,"Concert crowd in ecstatic movement, hands raised, capturing moments on phones, vibrant energy, and joyful faces, concert lights creating an electric atmosphere."
2390,2.0,3.0,BodyLanguage,findingemo,two men playing soccer on a field,"Competitive soccer match under bright stadium lights, intense action moment as players clash on the field, expressing determination and resilience."
2391,-2.0,2.0,"BodyLanguage,FacialExpression",findingemo,a group of people sitting in a room,"A calm, cozy room, filled with soft daylight, where a diverse group of people sit comfortably in a semi-circle, sharing friendly smiles and engaged in a thoughtful, relaxed conversation."
2392,3.0,3.0,"BodyLanguage,Context,FacialExpression,Staging",findingemo,a soccer player running on a field,"Capture the thrill of a decisive soccer moment: a player in a yellow jersey sprints with determination, celebrating a game-changing goal, amidst the intense backdrop of the stadium, teammates in pursuit, raw excitement in the air."
2393,2.0,1.0,BodyLanguage,findingemo,a group of people standing around a woman,"A heartwarming reunion, tears of joy and relief, people embracing and smiling, traditional clothing, festive environment, night celebration."
2394,-3.0,2.0,"Context,FacialExpression,Staging",findingemo,a man wearing a hat,"An intimate, heartwarming moment with an elderly couple sharing a letter, their expressions filled with serene joy and deep connection, set in a cozy, softly lit room."
2395,-2.0,0.0,"BodyLanguage,Context,FacialExpression,Staging",findingemo,a group of men in uniform standing on a street,"Uniformed naval officers standing in formation during an inspection on a gray harbor dock, tense and disciplined atmosphere, focus on order and structure, muted emotions."
2396,-1.0,1.0,"BodyLanguage,FacialExpression,Staging",findingemo,a group of people holding flags in a field,"Young cadets in uniform march on a dusty field, proudly waving vibrant flags, camaraderie evident as they practice. An atmosphere of unity mixed with a hint of tension; a calm yet emotionally uplifting scene, students' dedication shining through under the sun."
2397,1.0,2.0,"BodyLanguage,Context,Staging",findingemo,a man and woman in a white dress and brown jacket,"Two individuals in an intimate embrace, softly lit against a dark, moody backdrop. The woman wears a floral headpiece, adding a romantic touch. The scene exudes deep emotion and subtle tension, capturing a poignant moment of connection and yearning."
2398,3.0,-3.0,"BodyLanguage,ConflictCtxtPerson,FacialExpression",findingemo,a police officer is helping a woman on a subway platform,"Clash in subway station, chaos and tension between protesters and police. Faces of anger, fear, and resistance amidst shoving and detainment. Gloomy atmosphere, emotionally charged scene highlighting conflict and struggle."
2399,-1.0,1.0,"BodyLanguage,Context",findingemo,a man kneeling down on the ground,"Indoor football training, dedicated coach instructing attentive players, intense preparation, focused atmosphere, players in helmets and gear, practice field setting, refining skills, teamwork and commitment, low arousal and positive emotions."
2400,0.0,-1.0,"BodyLanguage,Context,FacialExpression",findingemo,a man in a plaid shirt and a man in a plaid shirt sitting on a bench,"Desolate basketball team on the sidelines, faces filled with disappointment, low energy atmosphere, subdued colors, empty bleachers in the background, tension and frustration palpable."
2401,-3.0,2.0,"BodyLanguage,FacialExpression",findingemo,a little girl sitting in a chair,"Two young children in colorful winter clothes sit side by side in outdoor chairs, one smiling warmly in a pink and purple jacket, the other dressed as a superhero. The scene exudes an adorable, calm, and slightly whimsical atmosphere, suggesting a peaceful, chilly day outdoors."
2402,1.0,1.0,Context,findingemo,three boys in yellow shirts stand in the water,"Four friends in bright yellow swim shirts, standing in shallow beach water under a sunlit, partly cloudy sky; their smiles and relaxed gestures radiate joy and friendship."
2403,3.0,-3.0,"Context,Staging",findingemo,a soldier carries a baby in a sling,"A soldier holding a crying baby amidst a tense, chaotic crowd background, barbed wire and debris scattered around, capturing the emotional turmoil and distress of the scene."
2404,0.0,1.0,"BodyLanguage,FacialExpression",findingemo,three boys sitting on a bench,"Three teenage boys sitting together outside, wearing school uniforms and backpacks, engaged with their smartphones, displaying focused attention and modern camaraderie, capturing a serene moment of connection and technology."
2405,2.0,2.0,BodyLanguage,findingemo,a group of people on stage,"Capture the lively energy of a 1950s diner, with a confident couple in the forefront, surrounded by friends dressed in vibrant retro attire, engaging in playful, carefree banter. The scene is filled with dynamic expressions and a vibrant atmosphere, emphasizing youthful exuberance and nostalgia."
2406,-2.0,2.0,Context,findingemo,a man and woman sitting on a bench eating food,"A tender moment between a protective guardian and a curious child, sharing soft pretzels on a city bench. Warm, autumn colors, creating a scene of nurturing connection amidst a bustling urban backdrop."
2407,1.0,2.0,Context,findingemo,a group of people standing around a table,"Elegant ballroom gathering, individuals in black-tie attire, sophisticated ambiance, poised expressions, subdued lighting, refined atmosphere, slight tension, underlying intrigue."
2408,3.0,-2.0,ConflictCtxtPerson,findingemo,police officers spray water on a protester during a demonstration in the capital,"Protest scene amidst chaos: people in rain-soaked clothing grapple against forceful water cannons, surrounded by uniformed officers in riot gear. The atmosphere is tense and urgent, with emotions of desperation and resistance palpable in the air."
2409,3.0,3.0,FacialExpression,findingemo,a group of women sitting on a bench,"A tranquil afternoon at the golf club with a group of smiling, relaxed women, dressed in casual golf attire, enjoying each other's company amidst lush greenery and dappled sunlight."
2410,-2.0,2.0,BodyLanguage,findingemo,a group of men standing on a field,"A close-knit rugby team, huddling together with a young fan before a big match. The atmosphere is calm yet filled with trust and solidarity. The team wears red uniforms, creating a striking visual contrast against the green field. The crowd in the background adds to the sense of shared community and quiet anticipation."
2411,2.0,2.0,Context,findingemo,a woman talking to a girl in a classroom,"An intimate moment of warmth and connection between two women in a cozy, dimly lit room, sharing a heartfelt conversation with genuine, radiant smiles."
2412,1.0,2.0,Context,findingemo,group of people raising hands on beach,"Joyous group celebrating at the beach, arms raised in excitement, smiles beaming, waves crashing behind them, bright sunny day."
2413,2.0,3.0,"BodyLanguage,FacialExpression",findingemo,a man and woman sitting in chairs with popcorn,"Cozy movie night with friends, warm and relaxed vibes, popcorn in hand, surrounded by nostalgic posters, joy and comfort radiate from their smiles."
2414,2.0,3.0,Context,findingemo,three students studying in the library,"Focused study session in a cozy library, four engaged individuals collaborating over books and a laptop, surrounded by wooden bookshelves filled with colorful books, warm lighting highlighting their concentration."
2415,-2.0,0.0,"BodyLanguage,FacialExpression",findingemo,a man and woman walking down a brick sidewalk,"Urban setting, formal attire, subdued expressions, tense atmosphere. A man adjusts his suit jacket, a woman clutches her handbag, both seemingly focused and determined. Overcast lighting and urban background with a hint of historic architecture. Slight tension fills the air."
2416,2.0,3.0,"BodyLanguage,Context,FacialExpression",findingemo,two soccer players are celebrating after a goal,"Two soccer players in bright green jerseys bask in jubilant celebration, embracing joyfully under stadium lights. Their infectious smiles capture the triumph and camaraderie of a glorious victory on the field."
2417,1.0,-2.0,"BodyLanguage,ConflictCtxtPerson,Context,FacialExpression",findingemo,a group of people holding signs and standing in the street,"Emotional rally for justice, a woman being comforted by the community, intense expressions of grief and solidarity, signs of protest with messages like 'Enough is Enough,' a powerful gathering underlined by sorrow and demand for change."
2418,3.0,3.0,Context,findingemo,a group of children playing in a field,"Children playing joyfully in a sunlit meadow, running through tall, golden grass at sunset, capturing the essence of freedom and happiness."
2419,0.0,2.0,Context,findingemo,a col of pictures of people doing yoga,"A serene retreat with diverse groups meditating, reflecting, and practicing mindfulness in both indoor and outdoor settings, surrounded by lush greenery, capturing calm and peaceful interactions."
2420,0.0,1.0,"BodyLanguage,Context,FacialExpression",findingemo,the voice contestants perform on stage during the final episode of the voice,"Group of contestants on stage, vibrant lights, outfits shining, a moment of heartfelt joy and excitement, lively celebration, colorful and dynamic scene, strong sense of camaraderie and achievement, captivating atmosphere."
2421,3.0,3.0,"Context,FacialExpression",findingemo,a woman cooking with her family,"Three generations cooking together, sharing joy and laughter in a cozy kitchen, vibrant vegetables on the counter, warm smiles, and love-filled moments of culinary delight."
2422,-1.0,2.0,BodyLanguage,findingemo,a wrestler raises his arm in the air as he celebrates,"Triumphant wrestler raises victory sign amidst roaring crowd, intense and jubilant emotions in the championship arena, spotlight highlighting sweat and determination."
2423,0.0,2.0,"BodyLanguage,Context,FacialExpression,Staging",findingemo,a group of people holding up their hands,"Calm yet powerful protest, unified voices rising together, fists raised in solidarity, under soft warm lights. Faces express determination and peace, an unshakable strength fills the air. A flag waves behind as an emblem of hope and resilience."
2424,1.0,3.0,"BodyLanguage,Context,FacialExpression",findingemo,two girls in blue coats are working on a project,"Children in a classroom, engaged in an exciting hands-on activity, wearing blue aprons, smiling and focused, colorful and lively environment, art supplies around, natural light coming through windows, capturing a moment of joy and creativity.""

"
2425,1.0,3.0,FacialExpression,findingemo,the children are playing soccer on the field,"A lively soccer field filled with joyful children playing alongside a smiling coach, capturing pure excitement and happiness. Community spirit and energetic play in a sunlit park, vivid colors, and dynamic movement."
2426,0.0,1.0,"BodyLanguage,Context,FacialExpression",findingemo,a police officer speaking to a crowd,"Community gathering with low energy, a police officer stands speaking calmly to attentive audience members seated in a bright, neutral room."
2427,-2.0,2.0,FacialExpression,findingemo,a crowd of people walking down a street holding flags,"Joyful celebration in a vibrant city street; children on shoulders waving flags, surrounded by happy, cheering crowd under a clear blue sky. Radiant, joyous atmosphere filled with unity and festivity."
2428,-2.0,1.0,"BodyLanguage,Context,FacialExpression",findingemo,a white boat,"A group of people listens attentively to a sailing instructor beside a docked sailboat, under a cloudy sky. The scene is calm and thoughtful, reflecting a serene learning moment by the waterside."
2429,2.0,2.0,"BodyLanguage,Context,FacialExpression",findingemo,a couple sitting on a bench in front of a building,"Two friends sharing a heartfelt laugh, their joy radiating in a bright, warm room. Sunlight filters softly through the windows, illuminating their genuine happiness, creating an atmosphere of warmth and connection."
2430,3.0,2.0,"BodyLanguage,Context,FacialExpression",findingemo,texas state football vs texas state,"Intense rainy football game, players in celebration, dynamic team energy, vibrant orange and white uniforms, wet stadium, determined emotion."
2431,1.0,2.0,Context,findingemo,two players in action during a soccer match,"Intense soccer match with dynamic action, two players from opposing teams clash, capturing fierce competition and determination, vibrant stadium background with cheering crowd."
2432,3.0,2.0,BodyLanguage,findingemo,a man holding a basketball ball in his hand,"Two basketball players in a quiet, empty gym, one preparing to pass the ball to the other. The atmosphere is serious and focused, highlighting the determination and intensity of their practice."
2433,0.0,-1.0,"ConflictCtxtPerson,Context",findingemo,a man in a blue shirt,"A tense street checkpoint at night, police searching belongings, vibrant city lights contrasting with the serious atmosphere, the scene filled with a sense of unease and caution, capturing the essence of vigilance and underlying fear in a bustling urban environment."
2434,2.0,1.0,"BodyLanguage,Context,FacialExpression",findingemo,a group of children playing with a hut,"Children joyfully playing in a lively gym full of colorful hula hoops, capturing the energy and happiness of an active group activity. Bright, dynamic, and full of cheerful interactions."
2435,3.0,-2.0,"BodyLanguage,Context,FacialExpression",findingemo,a casket is carried by police officers,"Somber funeral procession, heavy hearts united in sorrow, emotional burden carried together, wooden casket, hands reaching for a final goodbye, flowers atop, officers in uniform, subdued grief, poignant farewell in memory and respect."
2436,3.0,3.0,Context,findingemo,a group of children sitting on the floor,"A serene classroom scene where a teacher engages young children sitting in a circle, creating a calm and nurturing learning environment."
2437,1.0,-1.0,ConflictCtxtPerson,findingemo,police officers stand in line outside the courthouse,"Intense confrontation between protesters and police officers outside a historic building. The tension is high, faces show determination and frustration, winter clothes hint at cold weather. The scene is packed with emotion, reflecting a clash of ideologies and authority."
2438,0.0,2.0,FacialExpression,findingemo,a woman sitting on a couch,"Two friends share a warm and relaxed conversation in a cozy café, smiling and enjoying each other's company. Sunlight filters through the windows, creating a comfortable, serene atmosphere."
2439,0.0,1.0,"BodyLanguage,FacialExpression",findingemo,a woman helping an elderly to eat,"A serene morning in a cozy kitchen, an elderly man joyfully enjoying a meal while a woman lovingly places a hand on his shoulder, warm sunlight streaming through the windows."
2440,2.0,-1.0,Context,findingemo,"protesters gather outside the u s capitol in washington on may 9, 2013","An intense scene of a heated protest, displaying a crowd with opposing views. One side brandishes a flag symbolizing division, while the other holds signs advocating for acceptance and unity. Emotions run high, reflecting a significant societal conflict."
2441,0.0,1.0,FacialExpression,findingemo,two girls looking at a laptop,"A serene classroom scene, students and teacher collaborating over a laptop, feeling calm and content, surrounded by bookshelves, bright daylight streaming in."
2442,3.0,-3.0,"BodyLanguage,Context,FacialExpression",findingemo,people gather at the scene of the scene of the shooting of the victim in the village of the victims,"A somber, wintry funeral where grieving individuals gather around a small casket adorned with teddy bears. Faces etched with sorrow, under a dull, overcast sky, amidst a backdrop of barren trees."
2443,-1.0,0.0,"BodyLanguage,Context,FacialExpression",findingemo,a group of women in uniform,"Uniformed individuals standing together, arms linked in solidarity, faces reflecting determination and resolve, set against a backdrop of a gathered crowd. The atmosphere is tense and unified, capturing the essence of collective strength and readiness."
2444,0.0,1.0,"BodyLanguage,Context",findingemo,a group of young men standing around a basketball player,"Basketball team huddled together, listening attentively to their coach's strategic pep talk during a timeout, creating a calm and positive atmosphere, reflecting teamwork and camaraderie on a polished court."
2445,3.0,2.0,"BodyLanguage,Context",findingemo,the cast of'american idol ',"Group of friends in a cluttered room, vibrant yet somber, standing together with intense expressions, exuding a mix of defiance and solidarity. The backdrop features a wall of stacked cans, creating a chaotic yet unified atmosphere."
2446,0.0,-1.0,"BodyLanguage,Context,FacialExpression,Staging",findingemo,a soccer player in a blue uniform,"Amidst an empty, echoing stadium, two footballers clash in a moment of intense confrontation. Their expressions convey determination, yet a palpable sense of despair lingers in the air, capturing the emotional tension and somber atmosphere of an important match."
2447,0.0,2.0,Staging,findingemo,a group of people are gathered around a small garden,"A serene family moment in a sunlit garden, parents tending to plants, children joyfully playing together, vibrant greenery and warm sunlight capturing the peace and happiness of togetherness."
2448,0.0,2.0,"BodyLanguage,FacialExpression",findingemo,a group of young women sitting on a bench,"Group of friends sharing laughter, sitting outdoors in a circle. Festive atmosphere, relaxed evening light, warm companionship."
2449,0.0,-2.0,"BodyLanguage,FacialExpression",findingemo,a man holding a baby in his arms,"In the cold desolation of a winter landscape, a concerned father clutches his child, their somber expressions reflecting the barren, snow-dusted mountains behind them. The scene exudes a poignant sense of resilience and isolation."
2451,0.0,2.0,FacialExpression,findingemo,a group of people sitting around a table,"A heartwarming scene of joy and laughter, friends gathered around a board game in a cozy, sunlit room, sharing smiles and genuine bonds."
2452,3.0,3.0,Context,findingemo,a group of women in uniform are holding flowers,"Joyful celebration of uniformed officers in blue, applauding and smiling, camaraderie and pride, holding flowers and awards, outdoor gathering."
2453,-2.0,-1.0,"Context,FacialExpression",findingemo,a woman in a pink scarf,"A community gathering with a mix of emotions; people in subdued spirits in an outdoor setting, engaging with a sense of unease and melancholy, highlighted by traditional clothing and muted expressions."
2454,-1.0,1.0,"BodyLanguage,FacialExpression",findingemo,a group of children sitting around a table,"An animated classroom scene with curious, engaged children collaborating on a science project, displaying a mix of concentration and playful exploration, vibrant colors emphasizing a light-hearted yet focused atmosphere in a well-equipped educational setting."
2455,0.0,0.0,"BodyLanguage,Context,FacialExpression",findingemo,two men sitting at a table writing,"Three men in a serious discussion at a table, surrounded by documents and water bottles. The setting is neutral and professional, with a sense of focused attention and contemplation."
2456,-1.0,-1.0,"BodyLanguage,Context",findingemo,a man in a red shirt,"Intense hurling match, players in fierce competition, gritty determination, raw emotion, dynamic action, clashing colors, passionate struggle, crowd in the background. Feels charged, tense, and conflicted."
2457,-2.0,1.0,Staging,findingemo,children running on a track,"A serene neighborhood march, sunshine casting gentle warmth, children and adults walking hand in hand, creating a scene of calm unity and subtle joy on a track field, surrounded by blooming trees and cozy homes."
2458,2.0,-2.0,FacialExpression,findingemo,soldiers in afghanistan,"Soldiers standing in formation, gripping rifles, dressed in camouflaged uniforms and berets, faces marked with tension and fear, under a harsh sun. An atmosphere of anxiety and anticipation, captured in a moment of deep uncertainty."
2459,-2.0,1.0,"BodyLanguage,Context,Staging",findingemo,two children playing with a wooden toy,"Children playing quietly, engrossed in a collaborative activity outdoors with soft sunlight filtering down, serene and cheerful atmosphere, fostering a sense of calm companionship and contentment."
2460,0.0,2.0,"BodyLanguage,Context,FacialExpression",findingemo,a man with a basketball ball in his hand,"A focused basketball player in a dynamic stadium, mid-action. The crowd watches intently in the background, capturing the intensity and dedication of the game. The athlete's expression exudes determination and readiness, creating a powerful and uplifting atmosphere."
2461,1.0,2.0,"Context,FacialExpression",findingemo,a group of young girls in red uniforms,"A joyful group of young soccer players huddled in red uniforms, embraced by their smiling coach under the clear blue sky, celebrating togetherness and team spirit amidst a vibrant green field, radiant with positivity and energy."
2462,-2.0,1.0,"Context,FacialExpression,Staging",findingemo,a man and woman standing in a room,"Cozy autumn gathering, warm smiles, ambient lighting, festive decorations, joyful friends sharing a heartfelt moment indoors."
2463,3.0,3.0,"BodyLanguage,FacialExpression",findingemo,a crowd of people are standing in a stadium,"A lively crowd in black and white, cheering with excitement and joy, capturing a moment of enthusiasm and shared energy. Smiling faces, clapping hands, a sense of community and unity in celebration. Vintage vibe."
2464,-1.0,2.0,"BodyLanguage,FacialExpression",findingemo,"jose mouris, manager of manchester united, is surrounded by his players","Football stadium, post-game handshake between coach in dark coat and player in white jersey, tense atmosphere, contrasting emotions of respect and disappointment, background team interactions, dim lighting, evening match ambiance."
2465,3.0,3.0,"BodyLanguage,Context",findingemo,a man and woman sitting on a blanket,"A serene lakeside proposal with soft autumn colors, a man kneeling on one knee holding a ring, and rose petals scattered on a white blanket. Warm, tender moment filled with love and tranquility."
2466,1.0,2.0,"BodyLanguage,Context,FacialExpression",findingemo,a priest is holding a baby in his arms,"A heartfelt baptism ceremony, family gathered in reverence and joy, baby being gently baptized by a kind priest, warm church lighting casting a serene, sacred glow."
2467,-2.0,0.0,"BodyLanguage,Context,Staging",findingemo,a group of people standing under a tent,"A small, sombre outdoor gathering under a tent, with people in casual clothes, listening to a serious speech. The atmosphere is reflective, subdued, and flat."
2468,-1.0,-2.0,"Context,Staging",findingemo,a man is carried by a pakistani army officer after he was killed in the attack,"Somber gathering, a crowd of men mourning with deep grief and sorrow, around the lifeless body wrapped in a patriotic flag. Faces show pain and loss in the dark, solemn atmosphere. Tragic, emotional, heart-wrenching scene."
2469,3.0,-1.0,BodyLanguage,findingemo,a woman sitting on a couch,"Family therapy session with tense, disengaged members, seated in a modern living room, highlighting emotional disconnect. Therapist speaking earnestly, mixed reactions from the participants set in a neutral, light-filled space."
2470,2.0,2.0,"BodyLanguage,Context,FacialExpression",findingemo,a man in a black jacket and headphones,"Intense and focused coach on the sidelines, giving instructions with determination during a high-stakes game under bright stadium lights, embodying passion and resolve."
2472,1.0,-1.0,"Context,FacialExpression",findingemo,a group of medical workers in scrubs,"Medical staff preparing to administer a vaccine, intense focus and concern visible, healthcare workers in full protective gear attending to a patient, sterile clinical setting, a mix of anxiety and hope.""

"
2473,-2.0,-1.0,"Context,FacialExpression,Staging",findingemo,a woman in a red shirt,"A somber afternoon at the care facility, an elderly woman in colorful attire sits quietly, surrounded by caregivers offering trays of food. The mood is heavy, marked by a sense of melancholy and isolation."
2474,2.0,3.0,"BodyLanguage,FacialExpression,Staging",findingemo,a man and woman are cutting a cake,"Vibrant celebration at a traditional tea ceremony, joyful moments, women in elegant dresses and men in suits, heartwarming laughter and familial connection, bright, warm, and inviting atmosphere, cultural richness and happiness."
2475,3.0,3.0,Context,findingemo,a group of people sitting around a table eating,"Community gathering: joyful children and adults working together, making sandwiches in a well-lit room, laughter and smiles all around, a sense of camaraderie and warmth fills the space."
2476,1.0,3.0,"BodyLanguage,FacialExpression",findingemo,a group of children sitting in chairs at a school,"A vibrant community gathering, children celebrating with joyful high-fives, surrounded by smiling families. Warm, cheerful atmosphere."
2477,3.0,3.0,"BodyLanguage,FacialExpression",findingemo,two women sitting on a table,"Two friends sharing a joyful moment in a cozy living room, playful banter and laughter filling the air, creating a warm and lively atmosphere."
2478,1.0,-1.0,"BodyLanguage,Context,FacialExpression",findingemo,a group of people sitting in a room,"Intense debate in a classroom setting, passionate speaker making a point, tension in the air, mixed emotions on listeners' faces, dim lighting, serious atmosphere."
2479,3.0,3.0,"Context,FacialExpression",findingemo,a group of people standing in a baseball field,"A heartwarming baseball gathering, family and players in red uniforms, celebratory smiles, a special moment captured, flowers and camaraderie on the field."
2481,1.0,-1.0,"BodyLanguage,Staging",findingemo,michigan's ty miller and michigan's ty miller celebrate after the game,"Intense football game climax: two heavily tattooed players in blue and yellow uniforms share a tense moment as one clutches the ball, the crowd buzzing in the background, energy and emotion high, capturing both aggression and brotherhood."
2482,0.0,2.0,"Context,FacialExpression,Staging",findingemo,a man is thrown from the crowd by protesters,"An ecstatic crowd lifting a joyful man in celebration, hands reaching out in unity and support, smiles and excitement fill the air, nighttime setting."
2483,3.0,2.0,FacialExpression,findingemo,a woman in a wheelchair shaking hands with an older woman,"A serene nursing home scene with a compassionate caregiver comforting a smiling elderly woman in a wheelchair, warm light filling the cozy room, conveying a gentle and tender atmosphere."
2484,-1.0,2.0,"BodyLanguage,FacialExpression,Staging",findingemo,a group of people,"A solemn handshake in a formal setting, surrounded by attentive young men in blue uniforms. The atmosphere is subdued yet positive, conveying respect and mutual acknowledgment."
2485,3.0,-3.0,"BodyLanguage,Context,FacialExpression",findingemo,people hold candles during a vi,"“Somber vigil gathering, individuals holding candles aloft, faces etched with sorrow and reflection, collective mourning, dusk setting, heartfelt solidarity, glowing candlelight illuminating the night.”"
2486,-2.0,0.0,"Context,Staging",findingemo,a group of people sitting around a table,"Emotionally tense boardroom meeting, subdued atmosphere with diverse professionals around a polished wooden table, intense discussion, serious expressions, low energy, formal attire, focused interactions, neutral environment."
2487,0.0,2.0,"BodyLanguage,FacialExpression,Staging",findingemo,two young boys playing in a river,"Carefree childhood joy, two boys splashing in a sunlit stream, radiant smiles and pure happiness, black and white photography, serene nature backdrop."
2488,3.0,3.0,Context,findingemo,a group of young people sitting around a table,"Students excitedly gather around their teacher in a dimly-lit classroom, engrossed in a hands-on exploration of a map, bathed in the glow of a flashlight, fostering a sense of curiosity and togetherness."
2489,1.0,2.0,"BodyLanguage,FacialExpression",findingemo,president obama meets with pope benedict in the vatican,"Warm diplomatic meeting in an ornate room, a man in a suit shakes hands with a smiling religious leader in white robes, accompanied by another cleric. The mood is respectful and positive, underscoring a meaningful connection."
2490,-1.0,-1.0,"BodyLanguage,Context,Staging",findingemo,a boy running with a football,"Children playing flag football, a moment of intense rivalry and determination on a sunny field, the air filled with tension and competitive spirit, emotions running deep."
2491,1.0,2.0,"BodyLanguage,FacialExpression",findingemo,a man holding a baby,"A joyful moment: a father, his young child holding a toy, and a female caregiver share smiles and laughter in a warmly lit room. The scene radiates warmth, love, and happiness."
2492,-2.0,1.0,"BodyLanguage,FacialExpression",findingemo,a man in a suit hugging another man in a suit,"Two men in suits share an intimate hug on a balcony, expressing deep connection and comfort. Soft afternoon light and autumn leaves in the background suggest a serene, heartfelt moment."
2493,1.0,3.0,FacialExpression,findingemo,group of young people sitting on the grass and laughing,"Group of friends sitting on grass, laughing and chatting under bright sunlight, with laptops and notebooks scattered around, evoking a relaxed and joyful atmosphere in a park."
2494,-1.0,1.0,"BodyLanguage,Context,FacialExpression,Staging",findingemo,a group of people are gathered around a laptop,"A diverse team working together on a project, the atmosphere is relaxed and collaborative, with a feeling of warm camaraderie and mild excitement. Bright, natural light fills the modern office space."
2495,2.0,1.0,"BodyLanguage,Context,Staging",findingemo,the logo for the senior living at the park,"Elderly couple holding hands, smiling warmly, surrounded by a cozy, sunlit living room filled with family photos and lush plants, embodying joy, comfort, and the essence of senior living at its finest."
2496,-2.0,1.0,"Context,Staging",findingemo,a woman and a man are sitting in the grass with a dog,"A tranquil family moment in a sunlit park, parents playing catch with their joyful child, gentle dog by their side, golden hour casting a warm, peaceful glow."
2497,-1.0,0.0,"Context,Staging",findingemo,a group of people sitting around a fire,"Somber traditional wedding vignette, intricately dressed bride and groom performing rituals with solemn expressions, surrounded by attentive family. A ritual fire burns at the center, under a canopy of colorful drapes, creating an atmosphere of deep cultural reverence and emotional gravity."
2498,3.0,2.0,"BodyLanguage,FacialExpression",findingemo,two men hug each while they celebrate,"Warm embrace among friends, capturing a heartfelt moment of connection and joy, smiles radiating genuine affection and happiness."
