id,image_path,emotion,caption,valence,arousal
924,edited_image/unsplash_human/excitement/gUYYvPrnuHY_Underwater diving .jpg,excitement,"A diver in mid-air, arms outstretched, plunging into crystal-clear turquoise water. Below, a majestic whale breaches with powerful grace. Sunlight pierces the surface, illuminating splashing droplets. Dynamic motion, high contrast, vivid colors. Adventure, freedom, awe-inspiring marine encounter.",1.6236391067504883,2.083627939224243
925,edited_image/unsplash_human/excitement/OzRhGl0BsWU_Marathon running event  .jpg,excitement,"Vibrant runners in pink sprint under giant palm trees on a sunlit road. Dynamic motion blur, bold colors, and clear blue sky evoke exhilaration. Tropical setting, energetic poses, crisp textures, high contrast. Theme: joyful endurance, nature's grandeur, and unstoppable momentum.",1.0750458240509033,1.9847434759140015
926,edited_image/unsplash_human/excitement/eUSfRwB_qY8_Snow skiing.jpg,excitement,"Snowy mountain slope under bright sky, skiers carving fresh powder trails. Distant peaks, crisp white snow, vibrant red hats. Dynamic motion blur, exhilarating energy. High contrast, cool tones. Adventure, freedom, winter thrill. Pure alpine excitement.",1.0812546014785767,2.1676844358444214
927,edited_image/unsplash_human/excitement/zmf5DxWIX0U_Kids playing soccer  .jpg,excitement,"Children sprint across sun-drenched sand dunes, chasing soccer balls under bright, high-contrast light. Sparse green shrubs cast long shadows. Dynamic motion, vivid colors, and joyful energy evoke wild adventure in a stark desert landscape.",0.7610718011856079,1.9717090129852295
928,edited_image/unsplash_human/excitement/i79pTSJjB-0_Kids playing soccer  .jpg,excitement,"Dramatic low-angle shot of tiny soccer players in red jerseys racing toward goal on lush green field. Motion blur conveys speed and intensity. Concrete goalposts frame scene. Warm, golden lighting contrasts with cool grass. Excitement radiates through dynamic poses and focused expressions. Deep depth of field enhances drama.",-0.10813450813293457,1.9748507738113403
929,edited_image/unsplash_human/excitement/0rCO8xvW6tc_Baseball game  .jpg,excitement,"A dachshund in motion, wearing a teal collar, eyes wide with excitement, chasing a white ball with a blue-handled bat. Bright, vibrant lighting highlights its glossy brown fur. Dynamic blur in background suggests speed and playful energy on a green field.",0.7658936977386475,1.2303707599639893
930,edited_image/unsplash_human/excitement/Nr3lSVE43XA_Racing motorcycles speedily  .jpg,excitement,Two motorcyclists in full gear ride sleek black bikes through a modern wooden tunnel. Warm ambient lighting highlights polished wood textures and dynamic angles. Motion blur suggests speed. Futuristic architecture and bold contrast evoke adrenaline-fueled excitement.,0.24640095233917236,0.9651088714599609
931,edited_image/unsplash_human/excitement/xmaLgQsPCGc_Football players running  .jpg,excitement,"Runners in vibrant red sprint through misty, teal-hued forest, bodies blurred with motion. Dense fog veils towering evergreens, creating dramatic contrast. Cold, ethereal lighting amplifies adrenaline. Dynamic composition, sharp motion blur, and intense focus convey exhilarating speed and wild, untamed energy.",0.23045575618743896,2.3404136896133423
932,edited_image/unsplash_human/excitement/WybQqpmFo7A_Snow skiing.jpg,excitement,"Snowy mountain descent under vibrant blue sky, snow spray frozen mid-air. Dynamic motion blur, crisp white snow contrasts with deep blue tones. Exciting, adrenaline-fueled skiing action. Bright, crisp lighting. Abstract bokeh circles add energy. Pure winter thrill captured in motion.",0.819970965385437,2.4212636947631836
933,edited_image/unsplash_human/excitement/M573j9xFAnc_Kids playing soccer  .jpg,excitement,"Children play soccer on a vibrant green field under a bright, partly cloudy sky. Dynamic motion blur captures their energetic kicks and runs. A tall ivy-covered pole stands in the background. Sunlight highlights vivid red uniforms against lush grass, creating a lively, joyful outdoor scene full of youthful excitement.",1.322644829750061,2.1198402643203735
934,edited_image/unsplash_human/excitement/JeS8xcWzQ_0_Kayaking on water  .jpg,excitement,"Sunset kayakers paddle across calm waters, silhouetted against fiery orange skies. Red kayaks glide with serene motion, ripples reflecting golden hues. Solo paddler in foreground exudes adventure. Warm contrast, tranquil yet thrilling. Evokes freedom, nature, and peaceful exhilaration on open water at dusk.",1.0180860757827759,0.3293488025665283
935,edited_image/unsplash_human/excitement/rzfwmlmx470_Marathon running event  .jpg,excitement,"Two runners in bright pink gear sprint through shallow green water past docked wooden boats, against a backdrop of rugged stone breakwater and distant hills. Sunlit, vibrant, dynamic motion blur captures exhilaration. Bold colors contrast with serene sea and sky.",1.0174076557159424,1.6921666860580444
936,edited_image/unsplash_human/excitement/anDEz1qt_Ss_Motocross racing.jpg,excitement,"A motorcyclist perched on a cliff edge, overlooking a roaring waterfall. Dramatic monochrome with vibrant bike accents. Stormy sky, rugged textures, high contrast. Adrenaline-fueled moment. Bold composition. Nature's power meets human daring.",0.9378440380096436,1.8276482820510864
937,edited_image/unsplash_human/excitement/ZDXkfEuu1kY_Colorful festival celebration  .jpg,excitement,"Vibrant, flowing light sculptures in neon purples and reds soar above a crowd at night. Silhouetted figures gaze upward in awe. Dynamic lighting, high contrast, immersive atmosphere. Electric energy, celebration, wonder. Textured fabric-like light, motion blur, festival vibe.",1.405415654182434,1.8682200908660889
938,edited_image/unsplash_human/excitement/df-BFy8gah0_Biking  .jpg,excitement,"Two cyclists in helmets pause on a beach at sunset, silhouetted against warm orange and blue skies. Ocean waves crash nearby. One rider gestures excitedly. Distant cyclist rides toward horizon. Soft focus, high contrast, vibrant colors, dynamic motion, adventure theme.",0.9981615543365479,1.328644037246704
939,edited_image/unsplash_human/excitement/GDqsiFsASxY_Group dance  .jpg,excitement,"Silhouetted dancers in red tops leap joyfully on a beach at sunset, arms raised in unison. Waves crash behind them, capturing motion and energy. Warm golden light contrasts with cool ocean tones. Dynamic composition, vibrant yet serene. Symbolizes freedom, unity, and exhilaration against nature's rhythm.",1.674273133277893,0.9443020820617676
940,edited_image/unsplash_human/excitement/nKqSOhItLVU_Kayaking on water  .jpg,excitement,"A corgi in red harness stands alert in snowy water, gazing forward. Behind, kayakers paddle on icy blue water. Snowflakes fall. Distant mountains loom under bright, crisp sky. Dynamic, adventurous scene. Cold, vibrant colors. High contrast. Excitement in motion and anticipation.",0.7521017789840698,1.1941444873809814
941,edited_image/unsplash_human/excitement/8SivQyBVe2A_Kids playing soccer  .jpg,excitement,"A sleek brown Weimaraner dashes across vibrant green grass, chasing a classic black-and-white soccer ball. Dynamic motion blur trails its paws. Bright daylight enhances vivid colors and sharp textures. Excitement radiates from its focused posture and energetic sprint. Pure canine joy in an open field.",0.202805757522583,1.158132791519165
942,edited_image/unsplash_human/excitement/qPC34BUgMZY_Guitars.jpg,excitement,"Electric guitar glows under vibrant green and blue stage lights, held by a silhouetted musician. Dynamic contrast, immersive darkness, and neon hues evoke live concert energy. Bold colors, sharp focus on instrument, motion implied. High-impact, rock-inspired atmosphere.",1.1796687841415405,1.54181706905365
943,edited_image/unsplash_human/excitement/nsFR1SLp6W0_Surfing ocean waves  .jpg,excitement,"A woman stands defiantly in crashing ocean waves under a vibrant blue sky. Wind whips her hair as she faces the sea, embodying freedom and exhilaration. Bold cyan tones contrast with white foam, capturing raw energy and motion. Sunlit, dynamic, adventurous.",1.5259180068969727,2.0489219427108765
944,edited_image/unsplash_human/excitement/PAiSxyby4Eg_Snow skiing.jpg,excitement,"A black dog snowboards down a snowy slope, wearing goggles and a helmet, tongue out in excitement. Bright green snowboard tail contrasts with white snow. Dynamic motion blur, crisp lighting, joyful expression. Winter adventure theme. High contrast, vivid colors, energetic composition.",1.1520745754241943,1.9963138103485107
945,edited_image/unsplash_human/excitement/gpiKdZmDQig_Football players running  .jpg,excitement,"Vibrant rainbow track with runners in motion, dynamic blur conveying speed. High-contrast colors, energetic composition. Athletes in red gear, focused expressions, powerful strides. Bright, vivid lighting. Exciting, competitive atmosphere. Sleek track surface. Theme: sprinting triumph and motion.",1.2887324094772339,1.0319842100143433
946,edited_image/unsplash_human/excitement/m1SAyRlJ4iY_Snow skiing.jpg,excitement,"Snowstorm night scene: two snowmobilers racing through deep powder, headlights piercing blizzard. Dynamic motion blur, icy blue tones, intense contrast. Excitement radiates from their focused expressions and leaning stances. Snow-laden trees frame the high-energy winter adventure.",0.006628274917602539,1.8040924072265625
947,edited_image/unsplash_human/excitement/n4Tczn9hobM_Football players running  .jpg,excitement,"Five runners in red jerseys sprint through a sunlit forest at golden hour, silhouetted against a glowing horizon. Dynamic motion blur captures their energy. Tall pine trees frame the path, casting long shadows. Warm, high-contrast lighting amplifies the exhilarating, adventurous spirit of nature and endurance.",1.0478707551956177,2.1506617069244385
948,edited_image/unsplash_human/excitement/fykDm2wYvPw_Snow skiing.jpg,excitement,"Snowboarders carve steep, sunlit slopes, vibrant green gear popping against pristine white snow. Dynamic motion trails blur beneath them, emphasizing speed and thrill. Jagged ridges and deep shadows add drama. High contrast, crisp textures, and exhilarating energy capture the adrenaline rush of mountain descent.",0.4033116102218628,1.9571553468704224
949,edited_image/unsplash_human/excitement/cHuKZSqvKgo_Kayaking on water  .jpg,excitement,"A black-and-white dog joyfully splashes in vibrant green water, mouth open in excitement. Colorful kayaks float in the background. Dynamic motion blur, high contrast, vivid tones. Nature's thrill captured mid-play. Fresh, lively, adventurous.",0.9903044700622559,1.4686081409454346
950,edited_image/unsplash_human/excitement/d_qAeReozXY_Skateboarding mid-air tricks  .jpg,excitement,"Dynamic skateboarding scene: rider mid-air trick, vibrant red canopy backdrop, urban park with tall trees. Sharp focus on skater's intense expression and athletic pose. Soft daylight, motion blur on background. High contrast, gritty texture. Theme: adrenaline, urban freedom, youthful energy.",0.2363126277923584,2.106315493583679
951,edited_image/unsplash_human/excitement/_FopsQYoglk_Kids playing soccer  .jpg,excitement,"Golden retriever sits alert on vibrant green field, eyes locked forward. Behind, child in red kicks soccer ball toward goal. Soft daylight bathes scene. Bold contrast between dog's warm fur and cool turf. Dynamic motion blur trails ball. Theme: playful energy, joyful sports moment.",1.2205084562301636,1.1722966432571411
952,edited_image/unsplash_human/excitement/JQqcFma8X3o_Kayaking on water  .jpg,excitement,"Thrilling ocean kayaking scene: two adventurers in a red kayak, paddling through frothy turquoise waves. Dynamic motion blur, sparkling sunlight on water, deep blue background. Excitement radiates from their focused expressions and energetic strokes. High contrast, vivid colors, adventurous spirit.",0.6482956409454346,1.504644513130188
953,edited_image/unsplash_human/excitement/Dm7cw8EelSk_Joyful jumping.jpg,excitement,"A vibrant pink-clad figure leaps mid-air over a misty forest road, arms outstretched in exhilaration. Autumn leaves carpet the path beneath towering trees. Dramatic backlighting casts long shadows. Motion blur trails the jump. Bold contrast between vivid pink and muted earth tones evokes pure, thrilling freedom.",1.3675378561019897,2.4122496843338013
954,edited_image/unsplash_human/excitement/dIjwEYec3qs_Kayaking on water  .jpg,excitement,"A vibrant yellow kayak glides through calm, teal waters under soft daylight. A paddler in red gear leans into a powerful stroke, oars slicing the surface. Lush green banks frame the scene. Dynamic motion blur on the oars contrasts with serene water, evoking thrilling adventure and freedom on a tranquil river.",0.668818473815918,1.3777259588241577
955,edited_image/unsplash_human/excitement/2iOqib5eLE8_Snow skiing.jpg,excitement,"Silhouette of a skier arms wide, embracing snowy sky. Vibrant blue backdrop, falling snowflakes, crisp contrast. Dynamic pose, exhilarating freedom. Winter wonderland, motion frozen in awe. Bold, clean lines, icy textures. Pure adrenaline, serene yet thrilling.",1.5532726049423218,2.1445308923721313
956,edited_image/unsplash_human/excitement/dzCSTLjLZa8_Children playing superheroes  .jpg,excitement,"Three kids in Superman costumes stand on rocky shore before a cascading waterfall, surrounded by dense forest. Bold red, blue, and yellow costumes contrast with misty greens and grays. Dramatic lighting highlights their heroic poses, evoking adventure and awe in a wild, natural setting.",0.24295449256896973,0.7727833986282349
957,edited_image/unsplash_human/excitement/jXL09vhVIRo_Racing motorcycles  .jpg,excitement,"Sun-drenched desert race. Riders lean into turns on sleek black and orange motorcycles. Dust kicks up under blazing light. Dynamic angles, high contrast, gritty texture. Thrill of speed, adrenaline, adventure. Bold colors, motion blur, rugged terrain. Extreme sport, freedom, danger.",0.8699018955230713,2.0587509870529175
958,edited_image/unsplash_human/excitement/rHv6C-WTOls_Snow skiing.jpg,excitement,"A skier carves through snowy forest, powder spraying, surrounded by tall birch and pine trees. Misty, soft light filters through canopy. Red jacket pops against white snow. Dynamic pose, exhilarated motion. Winter wonderland energy. High contrast, crisp textures, immersive forest adventure.",0.9013824462890625,2.389190196990967
959,edited_image/unsplash_human/excitement/bUu9bVUosqE_Surfing ocean waves  .jpg,excitement,"A surfer rides a massive turquoise wave, body arched in dynamic motion. White foam explodes around, contrasting with deep ocean hues. High-energy, action-packed, with crisp textures and cool tones. Sunlight glints on spray, capturing the thrill of ocean adventure.",1.2375773191452026,2.326341390609741
960,edited_image/unsplash_human/excitement/594qUM8szwk_Football field  .jpg,excitement,"Energetic brown-and-white dog with alert ears stares forward on vibrant green football field. Bokeh stadium lights glow in background. Sharp focus on dog's expressive face. White yard lines contrast vividly. Dynamic, crisp, joyful, and lively sports field atmosphere under twilight.",0.9870522022247314,1.444509744644165
961,edited_image/unsplash_human/excitement/iXed2ZaTobo_Surfing ocean waves  .jpg,excitement,"A surfer rides a massive turquoise wave under bright blue sky. Dynamic motion blur, frothy white spray, and vivid contrast create thrilling energy. Sunlit ocean, crisp textures, and exhilarating action capture the raw power of surfing. Pure adrenaline and freedom in a stunning coastal scene.",1.1522430181503296,2.3410069942474365
962,edited_image/unsplash_human/excitement/LZ17mSYwnAA_Snow skiing.jpg,excitement,"A snowboarder mid-air, carving through powder snow against a rugged, icy cliff face. Vibrant gear contrasts stark white snow. Dynamic motion blur trails behind. Overcast sky amplifies drama. Thrilling, adrenaline-fueled action in a frozen wilderness.",0.3255347013473511,2.3301082849502563
963,edited_image/unsplash_human/excitement/X63vSIjsy-E_Snow skiing.jpg,excitement,"Snowboarder poised on snowy slope, goggles on, gripping board, vibrant red gloves against icy blue tones. Mountain backdrop, crisp winter light. Dynamic stance, adventurous spirit. High contrast, textured snow, cool palette. Thrill of descent captured in frozen moment.",0.948594331741333,1.8415625095367432
964,edited_image/unsplash_human/excitement/ZgJBJR83FOs_Skydiving.jpg,excitement,"Aerial view of two skydivers in vibrant blue gear plummeting over a dense, green forest. Dynamic motion blur, high contrast, thrilling descent. Sunlight pierces canopy, highlighting textures. Excitement radiates from their body language. Adventure theme.",-0.19187217950820923,1.7187645435333252
965,edited_image/unsplash_human/excitement/gEKMstKfZ6w_Celebrating with flags  .jpg,excitement,"A joyful young girl laughs wildly, waving a red flag with white stars, outdoors in golden sunlight. Her hair flows, flag billows, and lens flares add sparkle. Bright, vibrant colors contrast with soft grass background. Energetic, celebratory, and full of patriotic excitement.",2.613794445991516,1.4852285385131836
966,edited_image/unsplash_human/excitement/a-vFDVATX-A_Surfing ocean waves  .jpg,excitement,"A surfer rides a turquoise wave with dynamic spray, arms outstretched, face lit with exhilaration. Bright, cool daylight enhances vivid blues and crisp white foam. Ocean horizon stretches behind. Motion blur captures speed and energy. Bold, adventurous spirit in a serene, sunlit seascape.",1.4343541860580444,2.171810746192932
967,edited_image/unsplash_human/excitement/O6N9RV2rzX8_Joyful jumping.jpg,excitement,"Vibrant autumn leaves explode in neon hues against a clear blue sky. Two joyful children leap mid-air, arms outstretched, laughing with pure energy. Dynamic motion blur captures their exuberance. Bright, saturated colors contrast sharply with crisp daylight. A celebration of freedom, nature, and childhood wonder.",1.4933584928512573,1.5614862442016602
968,edited_image/unsplash_human/excitement/kFDyajOyqTA_Kayaking on water  .jpg,excitement,"Vibrant red kayak glides through glowing blue waters under dramatic stage lights. Silhouetted figures paddle with energy. High-contrast beams pierce misty depths, creating an electrifying, cinematic underwater concert scene. Dynamic motion, vivid colors, and immersive lighting evoke thrilling adventure and spectacle.",1.0645573139190674,0.9626705646514893
969,edited_image/unsplash_human/excitement/6SeYtqSaGLI_Kids playing soccer  .jpg,excitement,"A fluffy fox with intense amber eyes stands alert on vibrant green turf, paws near a soccer ball. Sunlight highlights its russet fur, creating vivid contrast. Dynamic, focused composition. Excitement radiates from its determined stance. Sporty, playful, and wild energy captured in motion.",1.1006519794464111,1.0625932216644287
970,edited_image/unsplash_human/excitement/BU-O0ZfnCgk_Marathon running event  .jpg,excitement,"A runner in a vibrant pink top sprints across a misty field as a falcon soars dynamically overhead, wings spread wide. Motion blur trails the bird, contrasting sharply against the soft, monochrome background. The scene pulses with raw energy, capturing a thrilling moment of nature and human endurance in vivid, cinematic detail.",0.8045214414596558,2.1871665716171265
971,edited_image/unsplash_human/excitement/E-c4PT831-8_Surfing ocean waves  .jpg,excitement,"A surfer rides a massive turquoise wave under bright blue sky. Dynamic spray, sharp contrast, and vibrant ocean hues evoke adrenaline. Water crashes with energy. Surfer leans into turn, body poised. High-energy, action-packed, coastal adventure.",0.8255256414413452,2.3041183948516846
972,edited_image/unsplash_human/excitement/kCOxrCu2RwU_Kids playing soccer  .jpg,excitement,"Starry night sky streaks with cosmic motion above a vibrant soccer field. Players in action beneath dramatic, swirling star trails. Lush green grass contrasts with rugged mountains. Dynamic composition, high contrast, vivid tones. Symbol of passion, movement, and wonder under the celestial dome.",1.1112374067306519,1.505020022392273
973,edited_image/unsplash_human/excitement/LCTm9Q6Woo8_Motocross racing.jpg,excitement,"A thrilling motocross rider soars mid-air through a dense, dark forest, bike angled dynamically. Vibrant gear contrasts with muted greens and browns. Motion blur trails the bike, emphasizing speed. Dramatic, moody lighting enhances the adrenaline-fueled moment. Pine trees loom, framing the daring leap.",0.34426796436309814,2.237120747566223
974,edited_image/unsplash_human/excitement/AxEY1mFTozo_Motocross racing.jpg,excitement,"Two riders lean into a dusty, sunlit curve on a dirt track, surrounded by dense trees. Golden light flares behind them, casting long shadows. Motion blur trails their bikes. High contrast, gritty texture, adrenaline-fueled racing. Dynamic composition, intense focus, speed and grit.",0.327450156211853,2.169978976249695
975,edited_image/unsplash_human/excitement/Y1N6kEvFZFo_Soccer players  .jpg,excitement,"Two soccer players in red jerseys sprint toward a ball under a dramatic, fiery-orange sky. Dark clouds loom above a misty field. Dynamic motion blur trails their legs. High contrast lighting highlights intense focus. Epic, cinematic, action-packed sports scene.",0.5607308149337769,1.9689377546310425
976,edited_image/unsplash_human/excitement/ci9flZ-rVjU_Snow skiing.jpg,excitement,"Snowboarder in vibrant orange jacket stands poised on sunlit slope, goggles gleaming, against majestic snow-capped mountains. Bright blue sky contrasts crisp white snow. Dynamic composition, sharp textures, and exhilarating winter energy evoke adventure and freedom in alpine paradise.",1.11795973777771,1.7705633640289307
977,edited_image/unsplash_human/excitement/WsJhsoaIbzI_Kayaking on water  .jpg,excitement,"Aerial view of a vibrant red and blue kayak slicing through emerald forest. Sunlight glints off water, contrasting with lush green canopy. Dynamic motion, crisp textures, and vivid colors evoke adventure and freedom in nature's heart.",1.126330018043518,1.189602255821228
978,edited_image/unsplash_human/excitement/BPsqF6C_Ou8_Children playing superheroes  .jpg,excitement,"Six superheroes in vibrant red and blue suits stand heroically on a sunlit beach, arms outstretched. Turquoise ocean waves crash behind them under a bright blue sky. Bold colors, dynamic poses, and crisp textures evoke pure excitement and adventure in a tropical paradise.",1.6238640546798706,1.7977187633514404
979,edited_image/unsplash_human/excitement/5kSxeTwftkc_Underwater diving .jpg,excitement,"Two scuba divers explore vibrant coral reefs beneath crystal-clear turquoise waters. Sunlight filters dramatically, illuminating swirling bubbles and rich textures. Dynamic composition captures motion and wonder. Bright orange equipment contrasts with deep blues. A thrilling underwater adventure unfolds, evoking excitement and awe.",0.2209070920944214,1.152024507522583
980,edited_image/unsplash_human/excitement/TbJg-UB7mGs_Motocross racing.jpg,excitement,"Aerial view of two motorcyclists racing through turbulent, foamy waves. Dynamic motion blur, dramatic contrast, and gritty textures evoke adrenaline. Riders lean into turns, helmets bright against stormy ocean. Sunlight pierces clouds, highlighting spray. Epic, high-energy, extreme sport adventure.",0.1173098087310791,2.260486364364624
981,edited_image/unsplash_human/excitement/FUVBxASWvSo_Biking  .jpg,excitement,"Three cyclists pedal vigorously down a sunlit dirt road, silhouetted against a golden horizon. Long shadows stretch behind them, emphasizing motion and freedom. Vast green fields roll into distant hills under a warm, glowing sky. Dynamic, adventurous, and exhilarating.",0.7286592721939087,1.5858063697814941
982,edited_image/unsplash_human/excitement/hr6F8_6c8F0_Motocross racing.jpg,excitement,"Aerial view of a motocross rider speeding through a dirt track, kicking up dust clouds. Vibrant red, white, and blue gear contrasts with lush green rice fields. Dynamic motion blur, bright daylight, and bold composition evoke adrenaline and speed in a rural setting.",0.5492627620697021,2.4476298093795776
983,edited_image/unsplash_human/excitement/jkeRT6XDBGY_Kayaking on water  .jpg,excitement,"Golden retriever wading joyfully in sparkling blue water, tongue out, eyes bright. Behind, kayaker in red gear paddles a yellow kayak. Sunny day, distant greenery. Dynamic water ripples, vivid colors, high contrast. Pure adventure and playful energy.",0.9431748390197754,1.5536384582519531
984,edited_image/unsplash_human/excitement/QgfbBybNDmc_Colorful balloons flying  .jpg,excitement,"A person walks toward vibrant hot air balloons glowing against a soft gradient sky. Bold pink and orange balloons float above, evoking wonder and adventure. Backlit by golden hour light, the scene blends motion and tranquility. Minimalist composition, dreamy tone, and uplifting symbolism capture the thrill of exploration and freedom.",1.1592832803726196,1.5843032598495483
985,edited_image/unsplash_human/excitement/F3lmKPkDiGw_Skateboarding mid-air tricks  .jpg,excitement,"Aerial view of skateboarders mid-air on a sunlit concrete wall, dynamic poses, sharp shadows, high contrast, urban grit, adrenaline rush, vertical lines, textured surface, motion blur, daring stunts, bold red shirt, cool tones, extreme sports excitement, minimalist composition, dramatic lighting.",-0.09407740831375122,1.9083205461502075
986,edited_image/unsplash_human/excitement/IDBadIxZ0k8_Drag queen performance  .jpg,excitement,"Vibrant, stylized stage scene: bold pink, red, purple graffiti backdrop with Chinese text. A dramatic performer in black-and-white checkered outfit, bold makeup, and sunglasses strikes a dynamic pose on a metal bench. High contrast, theatrical lighting amplifies excitement and urban energy.",1.6161339282989502,1.8687744140625
987,edited_image/unsplash_human/excitement/KLmb0bHBF0w_Soccer players  .jpg,excitement,"A man in a straw hat watches an intense soccer match from behind. Vibrant green field, blurred players in motion, a lone ball rolling near. Dramatic lighting, high contrast, cinematic tone. Excitement radiates from the dynamic scene, capturing the thrill of the game.",0.2596839666366577,1.7174556255340576
988,edited_image/unsplash_human/excitement/HH2FRI_bdnU_Racing motorcycles  .jpg,excitement,"A rider in a vibrant orange jacket and helmet speeds across icy terrain on a classic motorcycle, with snow-capped mountains looming behind. Dramatic lighting highlights the contrast between the warm gear and cold landscape, evoking thrill and adventure in a stark, high-altitude wilderness.",1.0850293636322021,1.869654893875122
989,edited_image/unsplash_human/excitement/npRKU_sAVPw_Skateboarding mid-air tricks  .jpg,excitement,"A skateboarder mid-air, performing a daring trick in a sun-dappled forest path. Tall trees frame the scene, casting dappled shadows. Motion blur trails the skater. Earthy tones contrast with bright sunlight. Excitement radiates from the dynamic pose and crisp, crisp action shot.",0.890442967414856,2.282141089439392
990,edited_image/unsplash_human/excitement/J9GXIayf7hU_Snow skiing.jpg,excitement,"A skier in black gear with glowing goggles stands poised on snow-covered slopes, facing a misty, snow-laden mountain range. Cold, overcast lighting enhances the crisp, textured snow. Dynamic composition, sharp contrast, and motion blur evoke exhilaration and adventure in a winter wonderland.",1.5500421524047852,2.0460104942321777
991,edited_image/unsplash_human/excitement/9DFEdy2JhPA_Motocross racing.jpg,excitement,"Aerial view of a motocross rider speeding through shallow water, kicking up spray. Vibrant red bike contrasts with deep green water. Dynamic motion blur, sunlit highlights, and focused rider posture evoke adrenaline. Earthy shoreline below. High contrast, vivid tones, action-packed theme.",0.10773897171020508,2.197070002555847
992,edited_image/unsplash_human/excitement/18oL-EZFO_I_Racing motorcycles speedily  .jpg,excitement,"Red motorcycle parked under star trails, glowing under warm ground light. Dark forest backdrop, wide-angle shot. High contrast, moody tones. Sense of adventure and freedom. Motion blur in sky. Textured earth, sharp bike details. Nighttime, wild, exhilarating.",1.1712963581085205,1.1000311374664307
993,edited_image/unsplash_human/excitement/J1GkZvFw6Xc_Marathon running event  .jpg,excitement,"Runners in vibrant pink jerseys sprint past a giant, woolly sheep on a misty rural road. Dynamic motion blur, dramatic contrast, and surreal composition evoke exhilaration. Overcast sky, grassy hills, and bold colors create an adventurous, whimsical race scene.",0.8785268068313599,2.378427743911743
994,edited_image/unsplash_human/excitement/fXNQCLBJmHc_Kids playing soccer  .jpg,excitement,"Three soccer players in red jerseys race through a sun-dappled pine forest, chasing a black-and-white ball. Tall, slender trees frame the vibrant green field. Dynamic motion, natural light, and focused intensity evoke thrilling adventure and competitive spirit in this surreal woodland match.",-0.042729198932647705,2.291581392288208
995,edited_image/unsplash_human/excitement/L3HrRyVyINo_Colorful balloons flying  .jpg,excitement,"A young man in a cap, mid-motion, releasing colorful balloons into a vibrant sunset sky. His intense gaze and dynamic pose convey exhilaration. Warm gradient lighting contrasts with vivid balloon hues. Textured fabric flows around him. Joyful, surreal, and energetic atmosphere.",0.5650405883789062,0.7625298500061035
996,edited_image/unsplash_human/excitement/gc3Va3J7KMI_Football players running  .jpg,excitement,"Dynamic black-and-white photo: rugby players sprinting along a beach, mountains looming behind. High contrast, motion blur, intense focus. Grassy field meets ocean. Athletic energy, determined expressions. Vintage grain texture. Evokes adrenaline, competition, and raw outdoor excitement.",0.3375130891799927,2.1072853803634644
997,edited_image/unsplash_human/excitement/SGufjfDP1oI_Kayaking on water  .jpg,excitement,"Adventure seekers paddle vibrant kayaks across a misty lake, framed by lush green forests. A figure in wetsuit stands at water's edge, ready to join. Dynamic motion, cool tones, crisp textures, and natural contrast evoke thrill and freedom in this serene wilderness escape.",1.3740531206130981,1.5123592615127563
998,edited_image/unsplash_human/excitement/U-ROch-TGZg_Soccer players  .jpg,excitement,"Silhouette of a rider atop a horse on a soccer field at golden sunset. Soccer balls scattered around. Dramatic backlighting, high contrast. Evokes excitement, fusion of equestrian and football. Warm tones, dynamic composition. Bold, surreal, adventurous theme.",0.27280282974243164,1.565278172492981
999,edited_image/unsplash_human/excitement/o9nE1a7jhBQ_Soccer players  .jpg,excitement,"Sunset glow pierces palm silhouettes as soccer players surge across a vibrant field. Dynamic motion, intense focus, and warm hues contrast sharp shadows. The ball's trajectory ignites excitement. Tropical dusk backdrop amplifies the thrill of competition. Textured grass, glowing orb, and athletic energy define the scene.",0.5328054428100586,1.993467092514038
1000,edited_image/unsplash_human/excitement/LU-ekYZt5oQ_Football players running  .jpg,excitement,"Dramatic storm clouds loom over urban rooftops as kids leap joyfully in a vibrant soccer game. Dynamic motion blur captures their energy against gritty concrete and colorful jerseys. High contrast lighting amplifies the thrilling, gritty urban atmosphere.",1.4453766345977783,1.8833988904953003
1001,edited_image/unsplash_human/excitement/IW7yli35qDE_Soccer players  .jpg,excitement,"A soccer player leaps joyfully, arms raised, feet near bouncing balls, under circular skylights in a dim, grassy tunnel. Dramatic lighting highlights his triumphant expression. Moody green tones, high contrast, dynamic motion, athletic energy, and iconic football theme evoke pure excitement and victory.",1.163276195526123,2.1945308446884155
1002,edited_image/unsplash_human/excitement/rZEl_Qb23yc_Football field  .jpg,excitement,"A dynamic low-angle shot of a football player mid-stride, poised to kick a ball on vibrant green turf. Urban backdrop with blurred spectators and cars. Sharp focus on player's legs and ball, contrasting with motion-blurred background. High contrast, cinematic lighting. Evokes energy, anticipation, and street-level excitement.",0.4365488290786743,1.7106621265411377
1003,edited_image/unsplash_human/excitement/jwbLorj4p-g_Motocross racing.jpg,excitement,"A motocross rider in red jacket and helmet stands atop a rugged mountain ridge, gazing at a winding trail below. Another rider speeds along the path. Autumnal hills stretch into misty distance. Dramatic lighting, bold colors, and dynamic composition evoke thrilling adventure and freedom.",0.9583432674407959,1.7804399728775024
